Total_Market_Value_INR,Number_of_Bonds,Portfolio_Modified_Duration,Portfolio_Macaulay_Duration,Portfolio_Convexity,Portfolio_DV01_INR,Portfolio_YTM,Avg_Coupon,Avg_Years_to_Maturity
32059345.970000003,300,4.203127659332253,4.334828738634028,44.06119917152948,13474.952378660899,0.07281423738529873,0.06404766666666667,7.49724
