Sector,Count,MarketValue,Weight,Avg_Duration,Duration_Contribution,Avg_Convexity,Convexity_Contribution,DV01_Contribution
Government,190.0,18452107.18,0.5755609361858732,6.017553092376954,3.463468491396676,72.63516981432566,41.80596633835316,11103.653462188002
NBFC,53.0,7208368.0,0.22484451201048625,1.5122885259584415,0.3400297756381834,4.049482505831417,0.910503917918666,1090.1132217285997
Banking,18.0,1768793.07,0.05517246270885169,2.696618521980076,0.1487790848439445,11.536036636135734,0.6364715511151456,476.9760154112
Infrastructure,28.0,2785416.0,0.08688311990539338,1.4940020734515058,0.1298035612865935,4.028151836340783,0.34997839899392674,416.1417279425
Energy,6.0,1025789.6699999999,0.03199658754610583,2.0895797830299845,0.06685942246229172,6.342374409702331,0.2029343380502219,214.3469356073
Steel,5.0,818872.05,0.02554238164328965,2.1214671545243236,0.054187323704564014,6.081837992549629,0.15534462709836122,173.72101578330003
