Sector,Count,MarketValue,Weight,Avg_Duration,Avg_Convexity,Total_DV01,Avg_YTM
Banking,18.0,1768793.07,0.0551724627088517,2.696618521980075,11.536036636135737,476.9760154112,0.08110103317173219
Energy,6.0,1025789.6699999999,0.03199658754610582,2.0895797830299854,6.342374409702333,214.3469356073,0.10791134224523825
Government,190.0,18452107.18,0.5755609361858731,6.0175530923769545,72.63516981432566,11103.653462188002,0.059001964647703714
Infrastructure,28.0,2785416.0,0.08688311990539337,1.4940020734515058,4.0281518363407836,416.1417279425,0.0914235534132065
NBFC,53.0,7208368.0,0.22484451201048627,1.5122885259584415,4.049482505831417,1090.1132217285997,0.08975621195851821
Steel,5.0,818872.05,0.02554238164328965,2.121467154524324,6.081837992549628,173.72101578330003,0.10975161777105472
